"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","id","media/0/media_url","media/0/type","media/1/media_url","media/1/type","media/2/media_url","media/2/type","media/3/media_url","media/3/type","reply_count","retweet_count","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","urls/1/display_url","urls/1/expanded_url","urls/1/url","urls/2/display_url","urls/2/expanded_url","urls/2/url","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name","user_mentions/3/id_str","user_mentions/3/name","user_mentions/3/screen_name","user_mentions/4/id_str","user_mentions/4/name","user_mentions/4/screen_name","user_mentions/5/id_str","user_mentions/5/name","user_mentions/5/screen_name"
"1593167430372704261","2022-11-17T09:01:29.000Z","2","Are you after a course that will teach you the fundamentals of #Data #Science and Analysis?

Learn:

&gt; Data Management
&gt; Integration of Python with Stata
&gt; Missing values and how to manage them
&gt; Data Visualisation
&gt; Text mining

Book your place: https://t.co/MaBVA92ojS

#Stata https://t.co/zBHat6x49p","Data","Science","Stata",,,,,,,,,,,,,,,,,,,,,,,"1593167430372704261","https://pbs.twimg.com/media/FhwRVUvX0AEnWBw.jpg","photo",,,,,,,"0","0","https://twitter.com/statauk/status/1593167430372704261","pulse.ly/51znuv8osr","https://pulse.ly/51znuv8osr","https://t.co/MaBVA92ojS",,,,,,,,,,,,,,,,,,,,,,,,
"1593777370678206466","2022-11-19T01:25:10.000Z","0","Fundamentals of Predictive Text Mining (Texts in Computer Science) GRMMKQY

https://t.co/2j8rUvmtwq https://t.co/5aXLODaVAa",,,,,,,,,,,,,,,,,,,,,,,,,,"1593777370678206466","https://pbs.twimg.com/media/Fh48EICVEAAY-89.jpg","photo",,,,,,,"0","0","https://twitter.com/bruen71/status/1593777370678206466","amazon.com/dp/144716749X?…","https://www.amazon.com/dp/144716749X?tag=wake0d-20","https://t.co/2j8rUvmtwq",,,,,,,,,,,,,,,,,,,,,,,,
"1593997394684755968","2022-11-19T15:59:28.000Z","4","Awesome strategies for our humanities courses like using- text mining or competitive antedating! This session is ❤️! Thank you @CTYJohnsHopkins ! #NAGC22 https://t.co/GiKdP5UVMM","NAGC22",,,,,,,,,,,,,,,,,,,,,,,,,"1593997394684755968","https://pbs.twimg.com/media/Fh8EK8cXEAAkspu.jpg","photo","https://pbs.twimg.com/media/Fh8ELZFXwAMWuxV.jpg","photo",,,,,"1","0","https://twitter.com/LwebbLakota/status/1593997394684755968",,,,,,,,,,"2296326144","Johns Hopkins CTY","CTYJohnsHopkins",,,,,,,,,,,,,,,
"1594072394762575874","2022-11-19T20:57:30.000Z","0","meaning of life is number 42",,,,,,,,,,,,,,,,,,,,,,,,,,"1594072394762575874",,,,,,,,,"0","0","https://twitter.com/TextMiningBot/status/1594072394762575874",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1594117827740332034","2022-11-19T23:58:02.000Z","2","Brisbane Data, Power BI and AI Bootcamp speaker Jen Gianoulis will be giving a workshop on ""Text Mining Jane Austen with Power BI and R.""

Grab your free ticket to the event:
https://t.co/F3JQUl3sLn 

#Azure #Data #AI #ArtificialIntelligence #BrisbaneBootcamp #PowerBI https://t.co/0NICXtGF3f","Azure","Data","AI","ArtificialIntelligence","BrisbaneBootcamp","PowerBI",,,,,,,,,,,,,,,,,,,,"1594117827740332034","https://pbs.twimg.com/media/Fh9xtzCXgAAMwgP.jpg","photo",,,,,,,"0","4","https://twitter.com/techtalkcorner/status/1594117827740332034","buff.ly/2nW0NYn","https://buff.ly/2nW0NYn","https://t.co/F3JQUl3sLn",,,,,,,,,,,,,,,,,,,,,,,,
"1594133048995459072","2022-11-20T00:58:31.000Z","0","this is a possible tweet",,,,,,,,,,,,,,,,,,,,,,,,,,"1594133048995459072",,,,,,,,,"0","0","https://twitter.com/TextMiningBot/status/1594133048995459072",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1594147784889769984","2022-11-20T01:57:04.000Z","0","It's a Tweet!",,,,,,,,,,,,,,,,,,,,,,,,,,"1594147784889769984",,,,,,,,,"0","0","https://twitter.com/TextMiningBot/status/1594147784889769984",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1594208240249712641","2022-11-20T05:57:18.000Z","0","this is an example tweet",,,,,,,,,,,,,,,,,,,,,,,,,,"1594208240249712641",,,,,,,,,"0","0","https://twitter.com/TextMiningBot/status/1594208240249712641",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1594224431764713473","2022-11-20T07:01:38.000Z","0","this is your next tweet",,,,,,,,,,,,,,,,,,,,,,,,,,"1594224431764713473",,,,,,,,,"0","0","https://twitter.com/TextMiningBot/status/1594224431764713473",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1594240132671864832","2022-11-20T08:04:01.000Z","0","or, maybe, a possible badger",,,,,,,,,,,,,,,,,,,,,,,,,,"1594240132671864832",,,,,,,,,"0","0","https://twitter.com/TextMiningBot/status/1594240132671864832",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1594247273508048896","2022-11-20T08:32:24.000Z","0","Python Text Mining: Perform Text Processing, Word Embedding, Text Classification and Machine Translation (English Edition) NHGIV3Q

https://t.co/pTZH2Vda8U https://t.co/kEA8FyKo1h",,,,,,,,,,,,,,,,,,,,,,,,,,"1594247273508048896","https://pbs.twimg.com/media/Fh_nbo1WAAc67WU.jpg","photo",,,,,,,"0","0","https://twitter.com/LianaDouglas6/status/1594247273508048896","amazon.com/dp/9389898781?…","https://www.amazon.com/dp/9389898781?tag=sarasota03-20","https://t.co/pTZH2Vda8U",,,,,,,,,,,,,,,,,,,,,,,,
"1594253538946785280","2022-11-20T08:57:18.000Z","0","and now for something completely different",,,,,,,,,,,,,,,,,,,,,,,,,,"1594253538946785280",,,,,,,,,"0","0","https://twitter.com/TextMiningBot/status/1594253538946785280",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1591954701184106496","2022-11-14T00:42:32.000Z","11","Reviewing for ECIR and saw multiple people complaining text classification is not IR. 
Text classification is essentially set retrieval. We rename TAR as high recall retrieval and started to get things out. We shouldn't recognize something as IR only if the name has retrieval.",,,,,,,,,,,,,,,,,,,,,,,,,,"1591954701184106496",,,,,,,,,"6","1","https://twitter.com/EYangTW/status/1591954701184106496",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1592190588786733057","2022-11-14T16:19:52.000Z","38","I have a note on my website saying to please not email me about admissions. But I have nonetheless received 11 such emails since midnight.",,,,,,,,,,,,,,,,,,,,,,,,,,"1592190588786733057",,,,,,,,,"6","1","https://twitter.com/thegautamkamath/status/1592190588786733057",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1592222389005344770","2022-11-14T18:26:14.000Z","1","I highly doubt that they use information retrieval techniques to find plausible advisors and then generate the content through GPT-3.
What a practical use case of retrieval-augmented text generation!",,,,,,,,,,,,,,,,,,,,,,,,,,"1592222389005344770",,,,,,,,,"0","0","https://twitter.com/WenhuChen/status/1592222389005344770",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1592223156470964225","2022-11-14T18:29:17.000Z","5","""Towards Proactive Information Retrieval in Noisy
Text with Wikipedia Concepts"" 

(Ahmed and Bulathwela, 2022)

https://t.co/VLuCknmwDA https://t.co/NJasnUWwTH",,,,,,,,,,,,,,,,,,,,,,,,,,"1592223156470964225","https://pbs.twimg.com/media/Fhi19WtXkAEEcSf.png","photo","https://pbs.twimg.com/media/Fhi19W2WYAUFuxD.png","photo",,,,,"1","0","https://twitter.com/WikiResearch/status/1592223156470964225","arxiv.org/pdf/2210.09877…","https://arxiv.org/pdf/2210.09877.pdf","https://t.co/VLuCknmwDA",,,,,,,,,,,,,,,,,,,,,,,,
"1592243150768451586","2022-11-14T19:48:44.000Z","0","Text Data Management and Analysis by Zhai and Massung covers the major concepts, techniques, and ideas in information retrieval and text data mining. “ All you need to know about how search works.” -- Martin White   https://t.co/3pezrtmIL1
 #datamining #text #data #Management https://t.co/DTkNQxxCTW","datamining","text","data","Management",,,,,,,,,,,,,,,,,,,,,,"1592243150768451586","https://pbs.twimg.com/media/FhjIZ-eWIAEbLaF.png","photo",,,,,,,"0","0","https://twitter.com/MorganClaypool/status/1592243150768451586","bit.ly/36kpejK","http://bit.ly/36kpejK","https://t.co/3pezrtmIL1",,,,,,,,,,,,,,,,,,,,,,,,
"1592281397250912257","2022-11-14T22:20:42.000Z","101","I trained a contrastive multilingual clip with openclip. On imagenet1k it reaches 62.3% in en, 43% in italian and 37% in japanese, which are all pretty strong numbers against clip-italian and clip-japanese. Use it at https://t.co/Vlo4MrwsNE",,,,,,,,,,,,,,,,,,,,,,,,,,"1592281397250912257",,,,,,,,,"3","19","https://twitter.com/rom1504/status/1592281397250912257","github.com/mlfoundations/…","https://github.com/mlfoundations/open_clip","https://t.co/Vlo4MrwsNE",,,,,,,,,,,,,,,,,,,,,,,,
"1592344358241861632","2022-11-15T02:33:50.000Z","10","For the contrastive learning model we build a contrastive learning model with HTSAT audio encoder and Roberta text encoder. With the large-scale dataset and input fusion, our performs well on text-audio retrieval tasks, as well as down-stream tasks.

4/6 https://t.co/5vAjNUWani",,,,,,,,,,,,,,,,,,,,,,,,,,"1592345096691019780","https://pbs.twimg.com/media/Fhkla8CXEAINI3C.png","photo",,,,,,,"1","0","https://twitter.com/wuyusongwys/status/1592345096691019780",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1592346853395550208","2022-11-15T02:40:48.000Z","0","Multi-stage Information Retrieval for Vietnamese Legal Texts https://t.co/f8tJlrOvC6",,,,,,,,,,,,,,,,,,,,,,,,,,"1592346853395550208",,,,,,,,,"0","0","https://twitter.com/arxiv_cscl/status/1592346853395550208","arxiv.org/abs/2209.14494","http://arxiv.org/abs/2209.14494","https://t.co/f8tJlrOvC6",,,,,,,,,,,,,,,,,,,,,,,,
"1592357217529102337","2022-11-15T03:21:59.000Z","5","Simply just amazing! We evaluated the same model base from the original repo on a German dataset which shows strong zero shot result on text image retrieval",,,,,,,,,,,,,,,,,,,,,,,,,,"1592357217529102337",,,,,,,,,"0","0","https://twitter.com/bo_wangbo/status/1592357217529102337",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1592470664262594560","2022-11-15T10:52:47.000Z","11","Today’s guided reading in Year 4 is based on #AntiBullyingWeek. We read a piece of text then used our retrieval skills to answer some questions @ABAonline https://t.co/7KI2io8ZLI","AntiBullyingWeek",,,,,,,,,,,,,,,,,,,,,,,,,"1592470664262594560","https://pbs.twimg.com/media/FhmXn8EX0AEcW4v.jpg","photo",,,,,,,"0","1","https://twitter.com/stannesrcp/status/1592470664262594560",,,,,,,,,,"271486992","Anti-Bullying Alliance #AntiBullyingWeek","ABAonline",,,,,,,,,,,,,,,
"1592521093344301057","2022-11-15T14:13:10.000Z","0","On Negative Sampling for Contrastive Audio-Text Retrieval - https://t.co/ahLvxdSuJA #ScholarAlerts #bioacoustics?","ScholarAlerts","bioacoustics",,,,,,,,,,,,,,,,,,,,,,,,"1592521093344301057",,,,,,,,,"0","0","https://twitter.com/KlausRiede/status/1592521093344301057","goo.gl/scholar/DH3Whq","https://goo.gl/scholar/DH3Whq","https://t.co/ahLvxdSuJA",,,,,,,,,,,,,,,,,,,,,,,,
"1592522930311036929","2022-11-15T14:20:28.000Z","7","Great retrieval skills! We use the text to retrieve facts about the characters in our Literacy text The Firework-maker’s Daughter ✍🏻📕 https://t.co/eRZYZFGuFm",,,,,,,,,,,,,,,,,,,,,,,,,,"1592522930311036929","https://pbs.twimg.com/media/FhnHKVPXgAMOdgP.jpg","photo","https://pbs.twimg.com/media/FhnHKNGWAAYAGpT.jpg","photo","https://pbs.twimg.com/media/FhnHKPLXkAYsa7r.jpg","photo","https://pbs.twimg.com/media/FhnHKYiXoAMR7Ho.jpg","photo","0","0","https://twitter.com/4terrifictigers/status/1592522930311036929",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1592562509546147841","2022-11-15T16:57:45.000Z","19","Trying to refine last year's approach of using SST to springboard creative writing. This year involves SST retrieval, and opportunities for learners to develop one piece of writing through starter tasks. 

Only 3 lessons in but it feels more joined up than last year! @scot_text https://t.co/7wasRHYVhP",,,,,,,,,,,,,,,,,,,,,,,,,,"1592562509546147841","https://pbs.twimg.com/media/FhnrJ3wWIAETpUu.jpg","photo","https://pbs.twimg.com/media/FhnrKIaXgAMhGe-.jpg","photo","https://pbs.twimg.com/media/FhnrKWLWIAIqNzN.jpg","photo",,,"1","0","https://twitter.com/AnnaGrantENG/status/1592562509546147841",,,,,,,,,,"1231662266325573637","Scot_text_revision","scot_text",,,,,,,,,,,,,,,
"1592818252396507138","2022-11-16T09:53:59.000Z","3","Nice example of being creative with the #CUSPreading resources - learning to text mark to answer retrieval questions - coloured marks show where a pupil found the answer #year6 #reading @GreenfieldsEdu https://t.co/wWtkk8pqNW","CUSPreading","year6","reading",,,,,,,,,,,,,,,,,,,,,,,"1592818252396507138","https://pbs.twimg.com/media/FhrTwLYWQAQRVxw.jpg","photo",,,,,,,"0","0","https://twitter.com/HWVPA/status/1592818252396507138",,,,,,,,,,"3647739732","Lauren Meadows","GreenfieldsEdu",,,,,,,,,,,,,,,
"1592857587728666625","2022-11-16T12:30:17.000Z","0","Understanding Search Engines: Mathematical Modeling and Text Retrieval (Software, Environments, Tools), Second Edition BM5C21Y

https://t.co/dSyDi8Cj3o https://t.co/fbXZVOaXY3",,,,,,,,,,,,,,,,,,,,,,,,,,"1592857587728666625","https://pbs.twimg.com/media/Fhr3hqUVIAAuGzh.jpg","photo",,,,,,,"0","0","https://twitter.com/kozey77uezn/status/1592857587728666625","amazon.com/dp/0898715814?…","https://www.amazon.com/dp/0898715814?tag=tomgreen09-20","https://t.co/dSyDi8Cj3o",,,,,,,,,,,,,,,,,,,,,,,,
"1593190255469137920","2022-11-17T10:32:11.000Z","2","The idea of a LLM to summarize knowledge and research threads is awesome and valuable. In my thinking, such a system would primarily be a retrieval and synthesis system, not a text generator. #Galactica is not what science needs.","Galactica",,,,,,,,,,,,,,,,,,,,,,,,,"1593190255469137920",,,,,,,,,"0","0","https://twitter.com/KAvramidis/status/1593190255469137920",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1593226252185661440","2022-11-17T12:55:13.000Z","1","Today as part of our English retrieval we sorted features of our text type, Newspaper articles. We are now super confident identifying our focus features such as our orientation, byline, headlines and past tense 🗞📰 . #STMEnglish https://t.co/9YZhohA0HW","STMEnglish",,,,,,,,,,,,,,,,,,,,,,,,,"1593226252185661440","https://pbs.twimg.com/media/FhxG1JiWQAEcFtJ.jpg","photo",,,,,,,"1","0","https://twitter.com/whizzkidsSTM/status/1593226252185661440",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1593588484622540800","2022-11-18T12:54:36.000Z","6","Congratulations to my PhD student Ryan, who's paper is accepted at of IIAI AAI 2022-Winter Congress, and who's to fly to beautiful Thailand! Hybrid Weighted Retrieval of Twitter Users for Temporally Relevant Full-Text Querying in the Media Industry @AIHS_DurhamCS @comp_sci_durham https://t.co/vB3AwFBABb",,,,,,,,,,,,,,,,,,,,,,,,,,"1593588484622540800","https://pbs.twimg.com/media/Fh2PX7VXEAAqqL-.png","photo",,,,,,,"0","0","https://twitter.com/CristeaProf/status/1593588484622540800",,,,,,,,,,"1180994347120111617","AIHS DurhamCS","AIHS_DurhamCS","869099991381540864","Comp Sci @ Durham","comp_sci_durham",,,,,,,,,,,,
"1593589381327196160","2022-11-18T12:58:10.000Z","6","Excellent retrieval skills in #BusheyHeathReading today!
We've also been working hard with our partners to read our text, 'The Highwayman' with appropriate rhythm and expression 👏📖
@busheyheathjm @MissAllettBH https://t.co/rD7SiGxeXF","BusheyHeathReading",,,,,,,,,,,,,,,,,,,,,,,,,"1593589381327196160","https://pbs.twimg.com/media/Fh2REqCWQAAavzO.jpg","photo","https://pbs.twimg.com/media/Fh2RFJNWYAIv4r7.jpg","photo","https://pbs.twimg.com/media/Fh2RFxBX0AISY07.jpg","photo",,,"0","0","https://twitter.com/MissPodroBH/status/1593589381327196160",,,,,,,,,,"3874542562","Bushey Heath Primary","busheyheathjm","1232598169512554496","🌻Miss Allett🌻","MissAllettBH",,,,,,,,,,,,
"1593639744314875904","2022-11-18T16:18:18.000Z","0","A novel adapter-based method for parameter-efficient fine-tuning of pre-trained models for text-video retrieval.
📄 https://t.co/ad2WWUZcSd https://t.co/Al0AXGod62",,,,,,,,,,,,,,,,,,,,,,,,,,"1593639744314875904","https://pbs.twimg.com/media/Fh2-5xtVQAAKEzQ.png","photo",,,,,,,"0","0","https://twitter.com/summarizedml/status/1593639744314875904","arxiv.org/abs/2211.09623…","http://arxiv.org/abs/2211.09623v1","https://t.co/ad2WWUZcSd",,,,,,,,,,,,,,,,,,,,,,,,
"1594150246757670912","2022-11-20T02:06:51.000Z","6","On @jhuclsp YouTube: Changes in Tweet Geolocation over Time: A Study with Carmen 2.0.

By @jackjingyuzhang @Alexir563 (and me!) to be presented at @w_n_u_t #emnlp2022 

@jackjingyuzhang is applying for a PhD

@Alexir563 is looking for a summer internship

https://t.co/Pjd12Fm5Ee","emnlp2022",,,,,,,,,,,,,,,,,,,,,,,,,"1594150246757670912",,,,,,,,,"0","1","https://twitter.com/mdredze/status/1594150246757670912","youtu.be/xdrEI2vtaWw","https://youtu.be/xdrEI2vtaWw","https://t.co/Pjd12Fm5Ee",,,,,,,"740208036254482432","JHU CLSP","jhuclsp","1560437924","Jack Jingyu Zhang","jackjingyuzhang","16019396","Alexandra DeLucia","Alexir563","793840093169541120","W-NUT","w_n_u_t","1560437924","Jack Jingyu Zhang","jackjingyuzhang","16019396","Alexandra DeLucia","Alexir563"
"1594157785607942146","2022-11-20T02:36:48.000Z","6","Yes, I am looking for a summer 2023 research internship! I am a 4th year PhD working with Mark Dredze with an interest in text generation and information retrieval 😊",,,,,,,,,,,,,,,,,,,,,,,,,,"1594157785607942146",,,,,,,,,"0","3","https://twitter.com/Alexir563/status/1594157785607942146",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1594194094670024705","2022-11-20T05:01:05.000Z","0","trec: TREC collection (2010). A bipartite network of documents and the words they contain, extracted from NIST's Text Retrieval Conference (TREC) disks 4 and 5, from 2010. 1729302 nodes, 83629405 edges. https://t.co/bYxULhJ1gZ https://t.co/pSYl9bJr6k",,,,,,,,,,,,,,,,,,,,,,,,,,"1594194094670024705","https://pbs.twimg.com/media/Fh-3EsNXkAAg7wv.jpg","photo",,,,,,,"0","0","https://twitter.com/netzschleuder/status/1594194094670024705","networks.skewed.de/net/trec","https://networks.skewed.de/net/trec","https://t.co/bYxULhJ1gZ",,,,,,,,,,,,,,,,,,,,,,,,
